LemonEntry,partOfSpeech,writtenFormInfinitive,writtenFormThridPerson,writtenFormPast,writtenFormPerfect,preposition,SyntacticFrame,subject,prepositionalAdjunct,sense,reference,domain,range
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
fallen,verb,fallen,fällt,fiel,gefallen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
spielen,verb,spielen,spielt,spielte,gespielt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/locatedInArea,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Country
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/BodyOfWater
entspringen,verb,entspringen,entspringt,entsprang,entsprungen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place
fließen,verb,fließen,fließt,floss,geflossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City
umgehen,verb,umgehen,umgeht,umging,umgegangen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
umgehen,verb,umgehen,umgeht,umging,umgegangen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
verschwinden,verb,verschwinden,verschwindet,verschwand,verschwunden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
verschwinden,verb,verschwinden,verschwindet,verschwand,verschwunden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
steigen,verb,steigen,steigt,stieg,gestiegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
reichen,verb,reichen,reicht,reichte,gereicht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/Road,http://dbpedia.org/ontology/Location
reichen,verb,reichen,reicht,reichte,gereicht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road
landen,verb,landen,landet,landete,gelandet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
kommen,verb,kommen,kommt,kam,gekommen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/deathDate,http://dbpedia.org/ontology/Person,xsd:date
eröffnen,verb,eröffnen,eröffnet,eröffnete,eröffnet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
laufen,verb,laufen,läuft,lief,gelaufen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
liegen,verb,liegen,liegt,lag,gelegen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
versuchen,verb,versuchen,versucht,versuchte,versucht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
entstehen,verb,entstehen,entsteht,entstand,entstanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
arbeiten,verb,arbeiten,arbeitet,arbeitete,gearbeitet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
beginnen,verb,beginnen,beginnt,begann,begonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
stehen,verb,stehen,steht,stand,gestanden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
denken,verb,denken,denkt,dachte,gedacht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
starten,verb,starten,startet,startete,gestartet,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
gelten,verb,gelten,gilt,galt,gegolten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Language
wissen,verb,wissen,weiß,wusste,gewusst,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
wiederholen,verb,wiederholen,wiederholt,wiederholte,wiederholt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
senden,verb,senden,sendet,sandte,gesandt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
gehen,verb,gehen,geht,ging,gegangen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
weisen,verb,weisen,weist,wies,gewiesen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
senden,verb,senden,sendet,sandte,gesandt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
wählen,verb,wählen,wählt,wählte,gewählt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
blicken,verb,blicken,blickt,blickte,geblickt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
wissen,verb,wissen,weiß,wusste,gewusst,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
wohnen,verb,wohnen,wohnt,wohnte,gewohnt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
entscheiden,verb,entscheiden,entscheidet,entschied,entschieden,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
wiederholen,verb,wiederholen,wiederholt,wiederholte,wiederholt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
schließen,verb,schließen,schließt,schloss,geschlossen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
sorgen,verb,sorgen,sorgt,sorgte,gesorgt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
abdrehen,verb,abdrehen,abdreht,abdrehte,abgedreht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
reisen,verb,reisen,,,,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
abdrehen,verb,abdrehen,abdreht,abdrehte,abgedreht,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country
reisen,verb,reisen,,,,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
lernen,verb,lernen,lernt,lernte,gelernt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language
spielen,verb,spielen,spielt,spielte,gespielt,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
treten,verb,treten,tritt,trat,getreten,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
gewinnen,verb,gewinnen,gewinnt,gewann,gewonnen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
ziehen,verb,ziehen,zieht,zog,gezogen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
sehen,verb,sehen,sieht,sah,gesehen,durch,IntransitivePPFrame,domain,range,1,http://dbpedia.org/ontology/city,http://dbpedia.org/ontology/River,http://dbpedia.org/ontology/City
