LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
aussprechen,verb,aussprechen,ausspricht,aussprach,ausgesprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
enthalten,verb,enthalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
erinnern,verb,erinnern,erinnert,erinnerte,erinnert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
beinhalten,verb,beinhalten,beinhaltet,beinhaltete,beinhaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
lassen,verb,lassen,lässt,ließ,lassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
geben,verb,geben,gibt,gab,gegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
mischen,verb,mischen,mischt,mischte,gemischt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/founder,http://dbpedia.org/ontology/Publisher,http://dbpedia.org/ontology/Person,von
wählen,verb,wählen,wählt,wählte,gewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
aufnehmen,verb,aufnehmen,aufnimmt,aufnahm,aufgenommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
bestreiten,verb,bestreiten,bestreitet,bestritt,bestritten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
halten,verb,halten,hält,hielt,gehalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
wechseln,verb,wechseln,wechselt,wechselte,gewechselt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
vergeben,verb,vergeben,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
verpflichten,verb,verpflichten,verpflichtet,verpflichtete,verpflichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
schaffen,verb,schaffen,schafft,schaffte,geschafft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
führen,verb,führen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
schlagen,verb,schlagen,schlägt,schlug,geschlagen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
hören,verb,hören,hört,hörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
einsetzen,verb,einsetzen,einsetzt,einsetzte,eingesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
auswählen,verb,auswählen,auswählt,auswählte,ausgewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Award,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
führen,verb,führen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
errichten,verb,errichten,errichtet,errichtete,errichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
aufnehmen,verb,aufnehmen,aufnimmt,aufnahm,aufgenommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
hören,verb,hören,hört,hörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bauen,verb,bauen,baut,baute,gebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
verlaufen,verb,verlaufen,verläuft,verlief,verlaufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bestehen,verb,bestehen,besteht,bestand,bestanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
überführen,verb,überführen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
fertigstellen,verb,fertigstellen,fertigstellt,fertigstellte,fertiggestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
eröffnet,verb,eröffnet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erfolgen,verb,erfolgen,erfolgt,erfolgte,erfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
besitzen,verb,besitzen,besitzt,besaß,besessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
kombiniert,verb,kombiniert,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
nutzen,verb,nutzen,nutzt,nutzte,genutzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
fahren,verb,fahren,fährt,fuhr,gefahren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
zerstören,verb,zerstören,zerstört,zerstörte,zerstört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
handeln,verb,handeln,handelt,handelte,gehandelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
überbrücken,verb,überbrücken,überbrückt,überbrückte,überbrückt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
entwerfen,verb,entwerfen,entwirft,entwarf,entworfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erhalten,verb,erhalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
übergeben,verb,übergeben,übergibt,übergab,übergeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
betreiben,verb,betreiben,betreibt,betrieb,betrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
aufheben,verb,aufheben,aufhebt,aufhub,aufgehoben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
ausführen,verb,ausführen,ausführt,ausführte,ausgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
stammen,verb,stammen,stammt,stammte,gestammt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
stellen,verb,stellen,stellt,stellte,gestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
überqueren,verb,überqueren,überquert,überquerte,überquert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
planen,verb,planen,plant,plante,geplant,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
zählen,verb,zählen,zählt,zählte,gezählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
verwechseln,verb,verwechseln,verwechselt,verwechselte,verwechselt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
aufbauen,verb,aufbauen,aufbaut,aufbaute,aufgebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
schließen,verb,schließen,schließt,schloss,geschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
sanieren,verb,sanieren,saniert,sanierte,saniert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erneuern,verb,erneuern,erneuert,erneuerte,erneuert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
finden,verb,finden,findet,fand,gefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
auslegen,verb,auslegen,auslegt,auslegte,ausgelegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
münden,verb,münden,mündet,mündete,gemündet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
sperren,verb,sperren,sperrt,sperrte,gesperrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
enden,verb,enden,endet,endete,geendet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erstrecken,verb,erstrecken,erstreckt,erstreckte,erstreckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
folgen,verb,folgen,folgt,folgte,gefolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
heißen,verb,heißen,heißt,hieß,geheißen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
abschließen,verb,abschließen,abschließt,abschloss,abgeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
einstufen,verb,einstufen,einstuft,einstufte,eingestuft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
anschließen,verb,anschließen,anschließt,anschloss,angeschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
übernehmen,verb,übernehmen,übernimmt,übernahm,übernommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
ermöglichen,verb,ermöglichen,ermöglicht,ermöglichte,ermöglicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
gründen,verb,gründen,gründet,gründete,gegründet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
leiten,verb,leiten,leitet,leitete,geleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
kosten,verb,kosten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
bleiben,verb,bleiben,bleibt,blieb,geblieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
sprengen,verb,sprengen,sprengt,sprengte,gesprengt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
setzen,verb,setzen,setzt,setzte,gesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
entlasten,verb,entlasten,entlastet,entlastete,entlastet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
angeben,verb,angeben,angibt,angab,angegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
ausstatten,verb,ausstatten,ausstattet,ausstattete,ausgestattet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erreichen,verb,erreichen,erreicht,erreichte,erreicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
